Model,Displ,Cyl,Drive,Fuel,Veh Class,Air Pollution Score,Greenhouse Gas Score,Comb CO2
MASERATI Grecale GT,2.0,4.0,4WD,Gasoline,small SUV,5,5,351
MASERATI Grecale GT,2.0,4.0,4WD,Gasoline,small SUV,5,5,351
MASERATI Grecale Modena,2.0,4.0,4WD,Gasoline,small SUV,5,5,351
MASERATI Grecale Modena,2.0,4.0,4WD,Gasoline,small SUV,5,5,351
MASERATI Grecale Trofeo,3.0,6.0,4WD,Gasoline,small SUV,5,4,432
MASERATI Grecale Trofeo,3.0,6.0,4WD,Gasoline,small SUV,5,4,432
MASERATI Levante GT,3.0,6.0,4WD,Gasoline,standard SUV,3,4,495
MASERATI Levante GT,3.0,6.0,4WD,Gasoline,standard SUV,3,4,495
MASERATI Levante Modena,3.0,6.0,4WD,Gasoline,standard SUV,3,4,495
MASERATI Levante Modena,3.0,6.0,4WD,Gasoline,standard SUV,3,4,495
MASERATI Levante Modena V8,3.8,8.0,4WD,Gasoline,standard SUV,1,3,562
MASERATI Levante Modena V8,3.8,8.0,4WD,Gasoline,standard SUV,3,3,562
MASERATI Levante Modena V8,3.8,8.0,4WD,Gasoline,standard SUV,3,3,562
MASERATI Levante Modena V8,3.8,8.0,4WD,Gasoline,standard SUV,1,3,562
MASERATI Levante Trofeo,3.8,8.0,4WD,Gasoline,standard SUV,1,3,562
MASERATI Levante Trofeo,3.8,8.0,4WD,Gasoline,standard SUV,3,3,562
MASERATI Levante Trofeo,3.8,8.0,4WD,Gasoline,standard SUV,3,3,562
MASERATI Levante Trofeo,3.8,8.0,4WD,Gasoline,standard SUV,1,3,562
MASERATI MC20,3.0,6.0,2WD,Gasoline,small car,5,4,474
MASERATI MC20,3.0,6.0,2WD,Gasoline,small car,5,4,474
MASERATI MC20 Spyder,3.0,6.0,2WD,Gasoline,small car,5,4,482
MASERATI MC20 Spyder,3.0,6.0,2WD,Gasoline,small car,5,4,482
MASERATI Quattroporte GT,3.0,6.0,2WD,Gasoline,large car,3,4,453
MASERATI Quattroporte GT,3.0,6.0,2WD,Gasoline,large car,3,4,453
MASERATI Quattroporte Modena,3.0,6.0,2WD,Gasoline,large car,3,4,453
MASERATI Quattroporte Modena,3.0,6.0,2WD,Gasoline,large car,3,4,453
MASERATI Quattroporte Modena,3.0,6.0,4WD,Gasoline,large car,3,4,457
MASERATI Quattroporte Modena,3.0,6.0,4WD,Gasoline,large car,3,4,457
MASERATI Quattroporte Trofeo,3.8,8.0,2WD,Gasoline,large car,1,3,560
MASERATI Quattroporte Trofeo,3.8,8.0,2WD,Gasoline,large car,3,3,560
MASERATI Quattroporte Trofeo,3.8,8.0,2WD,Gasoline,large car,3,3,560
MASERATI Quattroporte Trofeo,3.8,8.0,2WD,Gasoline,large car,1,3,560
MAZDA 3,2.0,4.0,2WD,Gasoline,small car,7,6,287
MAZDA 3,2.0,4.0,2WD,Gasoline,small car,7,6,287
MAZDA 3,2.5,4.0,2WD,Gasoline,midsize car,7,6,296
MAZDA 3,2.5,4.0,2WD,Gasoline,midsize car,7,6,296
MAZDA 3,2.5,4.0,2WD,Gasoline,midsize car,7,6,292
MAZDA 3,2.5,4.0,2WD,Gasoline,small car,7,6,287
MAZDA 3,2.5,4.0,2WD,Gasoline,midsize car,7,6,292
MAZDA 3,2.5,4.0,2WD,Gasoline,small car,7,6,287
MAZDA 3,2.5,4.0,4WD,Gasoline,midsize car,7,6,311
MAZDA 3,2.5,4.0,4WD,Gasoline,small car,7,6,301
MAZDA 3,2.5,4.0,4WD,Gasoline,midsize car,7,6,311
MAZDA 3,2.5,4.0,4WD,Gasoline,small car,7,6,301
MAZDA 3,2.5,4.0,4WD,Gasoline,midsize car,5,5,337
MAZDA 3,2.5,4.0,4WD,Gasoline,small car,5,5,334
MAZDA 3,2.5,4.0,4WD,Gasoline,midsize car,5,5,337
MAZDA 3,2.5,4.0,4WD,Gasoline,small car,5,5,334
MAZDA CX-30,2.5,4.0,4WD,Gasoline,small SUV,7,6,309
MAZDA CX-30,2.5,4.0,4WD,Gasoline,small SUV,7,6,309
MAZDA CX-30,2.5,4.0,4WD,Gasoline,small SUV,5,5,353
MAZDA CX-30,2.5,4.0,4WD,Gasoline,small SUV,5,5,353
MAZDA CX-5 4WD,2.5,4.0,4WD,Gasoline,small SUV,7,5,337
MAZDA CX-5 4WD,2.5,4.0,4WD,Gasoline,small SUV,7,5,337
MAZDA CX-5 4WD,2.5,4.0,4WD,Gasoline,small SUV,6,5,337
MAZDA CX-5 4WD,2.5,4.0,4WD,Gasoline,small SUV,5,5,370
MAZDA CX-5 4WD,2.5,4.0,4WD,Gasoline,small SUV,5,5,370
MAZDA CX-50,2.5,4.0,4WD,Gasoline,small SUV,7,5,335
MAZDA CX-50,2.5,4.0,4WD,Gasoline,small SUV,7,5,335
MAZDA CX-50,2.5,4.0,4WD,Gasoline,small SUV,3,5,356
MAZDA CX-50,2.5,4.0,4WD,Gasoline,small SUV,3,5,356
MAZDA CX-9,2.5,4.0,4WD,Gasoline,small SUV,5,5,392
MAZDA CX-9,2.5,4.0,4WD,Gasoline,small SUV,5,5,392
MAZDA MX-30,0.0,0.0,2WD,Electricity,midsize car,10,10,0
MAZDA MX-30,0.0,0.0,2WD,Electricity,midsize car,10,10,0
MAZDA MX-5,2.0,4.0,2WD,Gasoline,small car,3,6,305
MAZDA MX-5,2.0,4.0,2WD,Gasoline,small car,3,6,305
MAZDA MX-5,2.0,4.0,2WD,Gasoline,small car,3,6,299
MAZDA MX-5,2.0,4.0,2WD,Gasoline,small car,3,6,299
MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,4WD,Gasoline,small car,5,4,413
MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,4WD,Gasoline,small car,5,5,412
MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,4WD,Gasoline,small car,5,4,413
MERCEDES-BENZ AMG C43 4Matic,3.0,6.0,4WD,Gasoline,small car,5,5,412
MERCEDES-BENZ AMG C63 S,4.0,8.0,2WD,Gasoline,small car,5,4,461
MERCEDES-BENZ AMG C63 S,4.0,8.0,2WD,Gasoline,small car,5,4,461
MERCEDES-BENZ AMG CLA 35 4Matic,2.0,4.0,4WD,Gasoline,small car,5,5,373
MERCEDES-BENZ AMG CLA 35 4Matic,2.0,4.0,4WD,Gasoline,small car,5,5,373
MERCEDES-BENZ AMG CLA45 4Matic,2.0,4.0,4WD,Gasoline,small car,3,5,388
MERCEDES-BENZ AMG CLA45 4Matic,2.0,4.0,4WD,Gasoline,small car,3,5,388
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,4WD,Gasoline,midsize car,6,5,364
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,5,388
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,5,383
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,4WD,Gasoline,midsize car,6,5,364
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,5,388
MERCEDES-BENZ AMG E 53 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,5,383
MERCEDES-BENZ AMG E63 S 4Matic+,4.0,8.0,4WD,Gasoline,midsize car,5,4,474
MERCEDES-BENZ AMG E63 S 4Matic+,4.0,8.0,4WD,Gasoline,station wagon,5,4,470
MERCEDES-BENZ AMG E63 S 4Matic+,4.0,8.0,4WD,Gasoline,midsize car,5,4,474
MERCEDES-BENZ AMG E63 S 4Matic+,4.0,8.0,4WD,Gasoline,station wagon,5,4,470
MERCEDES-BENZ AMG EQE 4Matic+,0.0,0.0,4WD,Electricity,midsize car,10,10,0
MERCEDES-BENZ AMG EQE 4Matic+,0.0,0.0,4WD,Electricity,midsize car,10,10,0
MERCEDES-BENZ AMG EQS 4Matic+,0.0,0.0,4WD,Electricity,large car,10,10,0
MERCEDES-BENZ AMG EQS 4Matic+,0.0,0.0,4WD,Electricity,large car,10,10,0
MERCEDES-BENZ AMG G63 4x4 Squared,4.0,8.0,4WD,Gasoline,standard SUV,3,1,817
MERCEDES-BENZ AMG G63 4x4 Squared,4.0,8.0,4WD,Gasoline,standard SUV,3,1,817
MERCEDES-BENZ AMG GLA35 4Matic,2.0,4.0,4WD,Gasoline,station wagon,5,5,358
MERCEDES-BENZ AMG GLA35 4Matic,2.0,4.0,4WD,Gasoline,station wagon,5,5,358
MERCEDES-BENZ AMG GLA45 4Matic,2.0,4.0,4WD,Gasoline,station wagon,3,5,407
MERCEDES-BENZ AMG GLA45 4Matic,2.0,4.0,4WD,Gasoline,station wagon,3,5,407
MERCEDES-BENZ AMG GLB35 4Matic,2.0,4.0,4WD,Gasoline,station wagon,5,5,382
MERCEDES-BENZ AMG GLB35 4Matic,2.0,4.0,4WD,Gasoline,station wagon,5,5,382
MERCEDES-BENZ AMG GLC43 4Matic,3.0,6.0,4WD,Gasoline,small SUV,5,4,444
MERCEDES-BENZ AMG GLC43 4Matic,3.0,6.0,4WD,Gasoline,small SUV,5,4,444
MERCEDES-BENZ AMG GLE 53 4Matic+,3.0,6.0,4WD,Gasoline,standard SUV,6,4,471
MERCEDES-BENZ AMG GLE 53 4Matic+,3.0,6.0,4WD,Gasoline,standard SUV,6,4,456
MERCEDES-BENZ AMG GLE 53 4Matic+,3.0,6.0,4WD,Gasoline,standard SUV,6,4,471
MERCEDES-BENZ AMG GLE 53 4Matic+,3.0,6.0,4WD,Gasoline,standard SUV,6,4,456
MERCEDES-BENZ AMG GLE63 4Matic+,4.0,8.0,4WD,Gasoline,standard SUV,5,3,535
MERCEDES-BENZ AMG GLE63 4Matic+,4.0,8.0,4WD,Gasoline,standard SUV,5,3,528
MERCEDES-BENZ AMG GLE63 4Matic+,4.0,8.0,4WD,Gasoline,standard SUV,5,3,535
MERCEDES-BENZ AMG GLE63 4Matic+,4.0,8.0,4WD,Gasoline,standard SUV,5,3,528
MERCEDES-BENZ AMG GLS63 4Matic+,4.0,8.0,4WD,Gasoline,standard SUV,5,3,560
MERCEDES-BENZ AMG GLS63 4Matic+,4.0,8.0,4WD,Gasoline,standard SUV,5,3,560
MERCEDES-BENZ AMG GT 53 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,4,421
MERCEDES-BENZ AMG GT 53 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,4,421
MERCEDES-BENZ AMG GT 63 4Matic+,4.0,8.0,4WD,Gasoline,small car,5,3,530
MERCEDES-BENZ AMG GT 63 4Matic+,4.0,8.0,4WD,Gasoline,small car,5,3,530
MERCEDES-BENZ AMG GT 63 S 4Matic+,4.0,8.0,4WD,Gasoline,small car,5,3,530
MERCEDES-BENZ AMG GT 63 S 4Matic+,4.0,8.0,4WD,Gasoline,small car,5,3,530
MERCEDES-BENZ AMG GT43 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,4,421
MERCEDES-BENZ AMG GT43 4Matic+,3.0,6.0,4WD,Gasoline,small car,6,4,421
MERCEDES-BENZ AMG SL55 4Matic+,4.0,8.0,4WD,Gasoline,small car,5,3,562
MERCEDES-BENZ AMG SL55 4Matic+,4.0,8.0,4WD,Gasoline,small car,5,3,562
MERCEDES-BENZ AMG SL63 4Matic+,4.0,8.0,4WD,Gasoline,small car,5,3,544
MERCEDES-BENZ AMG SL63 4Matic+,4.0,8.0,4WD,Gasoline,small car,5,3,544
MERCEDES-BENZ C300,2.0,4.0,2WD,Gasoline,small car,6,5,370
MERCEDES-BENZ C300,2.0,4.0,2WD,Gasoline,small car,6,5,351
MERCEDES-BENZ C300,2.0,4.0,2WD,Gasoline,small car,6,5,370
MERCEDES-BENZ C300,2.0,4.0,2WD,Gasoline,small car,6,5,351
MERCEDES-BENZ C300,2.0,4.0,2WD,Gasoline,small car,7,6,308
MERCEDES-BENZ C300,2.0,4.0,2WD,Gasoline,small car,7,6,308
MERCEDES-BENZ C300 4Matic,2.0,4.0,4WD,Gasoline,small car,6,5,358
MERCEDES-BENZ C300 4Matic,2.0,4.0,4WD,Gasoline,small car,6,5,351
MERCEDES-BENZ C300 4Matic,2.0,4.0,4WD,Gasoline,small car,6,5,358
MERCEDES-BENZ C300 4Matic,2.0,4.0,4WD,Gasoline,small car,6,5,351
MERCEDES-BENZ C300 4Matic,2.0,4.0,4WD,Gasoline,small car,7,5,323
MERCEDES-BENZ C300 4Matic,2.0,4.0,4WD,Gasoline,small car,7,5,323
MERCEDES-BENZ CLA250,2.0,4.0,2WD,Gasoline,small car,5,6,309
MERCEDES-BENZ CLA250,2.0,4.0,2WD,Gasoline,small car,5,6,309
MERCEDES-BENZ CLA250 4Matic,2.0,4.0,4WD,Gasoline,small car,5,5,322
MERCEDES-BENZ CLA250 4Matic,2.0,4.0,4WD,Gasoline,small car,5,5,322
MERCEDES-BENZ CLS450 4Matic,3.0,6.0,4WD,Gasoline,small car,6,5,357
MERCEDES-BENZ CLS450 4Matic,3.0,6.0,4WD,Gasoline,small car,6,5,357
MERCEDES-BENZ E350,2.0,4.0,2WD,Gasoline,midsize car,6,5,342
MERCEDES-BENZ E350,2.0,4.0,2WD,Gasoline,midsize car,6,5,342
MERCEDES-BENZ E350 4Matic,2.0,4.0,4WD,Gasoline,midsize car,6,5,364
MERCEDES-BENZ E350 4Matic,2.0,4.0,4WD,Gasoline,midsize car,6,5,364
MERCEDES-BENZ E450,3.0,6.0,2WD,Gasoline,small car,6,5,352
MERCEDES-BENZ E450,3.0,6.0,2WD,Gasoline,small car,6,5,352
MERCEDES-BENZ E450 4Matic,3.0,6.0,4WD,Gasoline,midsize car,6,5,343
MERCEDES-BENZ E450 4Matic,3.0,6.0,4WD,Gasoline,small car,6,5,362
MERCEDES-BENZ E450 4Matic,3.0,6.0,4WD,Gasoline,midsize car,6,5,343
MERCEDES-BENZ E450 4Matic,3.0,6.0,4WD,Gasoline,small car,6,5,362
MERCEDES-BENZ E450 4Matic All-Terrain,3.0,6.0,4WD,Gasoline,station wagon,6,5,374
MERCEDES-BENZ E450 4Matic All-Terrain,3.0,6.0,4WD,Gasoline,station wagon,6,5,374
MERCEDES-BENZ E450 4Matic Convertible,3.0,6.0,4WD,Gasoline,small car,6,5,362
MERCEDES-BENZ E450 4Matic Convertible,3.0,6.0,4WD,Gasoline,small car,6,5,362
MERCEDES-BENZ E450 Convertible,3.0,6.0,2WD,Gasoline,small car,6,5,360
MERCEDES-BENZ E450 Convertible,3.0,6.0,2WD,Gasoline,small car,6,5,360
MERCEDES-BENZ EQB 250+,0.0,0.0,4WD,Electricity,small SUV,10,10,0
MERCEDES-BENZ EQB 250+,0.0,0.0,4WD,Electricity,small SUV,10,10,0
MERCEDES-BENZ EQB 300 4Matic,0.0,0.0,4WD,Electricity,small SUV,10,10,0
MERCEDES-BENZ EQB 300 4Matic,0.0,0.0,4WD,Electricity,small SUV,10,10,0
MERCEDES-BENZ EQB 350 4Matic,0.0,0.0,4WD,Electricity,small SUV,10,10,0
MERCEDES-BENZ EQB 350 4Matic,0.0,0.0,4WD,Electricity,small SUV,10,10,0
MERCEDES-BENZ EQE 350 4Matic,0.0,0.0,4WD,Electricity,midsize car,10,10,0
MERCEDES-BENZ EQE 350 4Matic,0.0,0.0,4WD,Electricity,midsize car,10,10,0
MERCEDES-BENZ EQE 350+,0.0,0.0,2WD,Electricity,midsize car,10,10,0
MERCEDES-BENZ EQE 350+,0.0,0.0,2WD,Electricity,midsize car,10,10,0
MERCEDES-BENZ EQE 500 4Matic,0.0,0.0,4WD,Electricity,midsize car,10,10,0
MERCEDES-BENZ EQE 500 4Matic,0.0,0.0,4WD,Electricity,midsize car,10,10,0
MERCEDES-BENZ EQS 450 4Matic,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
MERCEDES-BENZ EQS 450 4Matic,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
MERCEDES-BENZ EQS 450 4Matic,0.0,0.0,4WD,Electricity,large car,10,10,0
MERCEDES-BENZ EQS 450 4Matic,0.0,0.0,4WD,Electricity,large car,10,10,0
MERCEDES-BENZ EQS 450+,0.0,0.0,2WD,Electricity,standard SUV,10,10,0
MERCEDES-BENZ EQS 450+,0.0,0.0,2WD,Electricity,standard SUV,10,10,0
MERCEDES-BENZ EQS 450+,0.0,0.0,2WD,Electricity,large car,10,10,0
MERCEDES-BENZ EQS 450+,0.0,0.0,2WD,Electricity,large car,10,10,0
MERCEDES-BENZ EQS 580 4Matic,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
MERCEDES-BENZ EQS 580 4Matic,0.0,0.0,4WD,Electricity,standard SUV,10,10,0
MERCEDES-BENZ EQS 580 4Matic,0.0,0.0,4WD,Electricity,large car,10,10,0
MERCEDES-BENZ EQS 580 4Matic,0.0,0.0,4WD,Electricity,large car,10,10,0
MERCEDES-BENZ G550,4.0,8.0,4WD,Gasoline,standard SUV,3,2,617
MERCEDES-BENZ G550,4.0,8.0,4WD,Gasoline,standard SUV,3,2,617
MERCEDES-BENZ GLA 250,2.0,4.0,2WD,Gasoline,special purpose,5,6,321
MERCEDES-BENZ GLA 250,2.0,4.0,2WD,Gasoline,special purpose,5,6,321
MERCEDES-BENZ GLA250 4Matic,2.0,4.0,4WD,Gasoline,small SUV,5,5,337
MERCEDES-BENZ GLA250 4Matic,2.0,4.0,4WD,Gasoline,small SUV,5,5,337
MERCEDES-BENZ GLB 250,2.0,4.0,2WD,Gasoline,special purpose,5,5,330
MERCEDES-BENZ GLB 250,2.0,4.0,2WD,Gasoline,special purpose,5,5,330
MERCEDES-BENZ GLB 250 4Matic,2.0,4.0,4WD,Gasoline,small SUV,5,5,355
MERCEDES-BENZ GLB 250 4Matic,2.0,4.0,4WD,Gasoline,small SUV,5,5,355
MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,4WD,Gasoline,small SUV,6,5,397
MERCEDES-BENZ GLC 300 4Matic,2.0,4.0,4WD,Gasoline,small SUV,6,5,397
MERCEDES-BENZ GLE 580 4Matic,4.0,8.0,4WD,Gasoline,standard SUV,5,4,492
MERCEDES-BENZ GLE 580 4Matic,4.0,8.0,4WD,Gasoline,standard SUV,5,4,492
MERCEDES-BENZ GLE350,2.0,4.0,2WD,Gasoline,small SUV,5,5,401
MERCEDES-BENZ GLE350,2.0,4.0,2WD,Gasoline,small SUV,5,5,401
MERCEDES-BENZ GLE350 4Matic,2.0,4.0,4WD,Gasoline,small SUV,5,4,413
MERCEDES-BENZ GLE350 4Matic,2.0,4.0,4WD,Gasoline,small SUV,5,4,413
MERCEDES-BENZ GLE450 4Matic,3.0,6.0,4WD,Gasoline,standard SUV,6,5,394
MERCEDES-BENZ GLE450 4Matic,3.0,6.0,4WD,Gasoline,standard SUV,6,5,394
MERCEDES-BENZ GLS450 4Matic,3.0,6.0,4WD,Gasoline,standard SUV,6,4,433
MERCEDES-BENZ GLS450 4Matic,3.0,6.0,4WD,Gasoline,standard SUV,6,4,433
MERCEDES-BENZ GLS580 4Matic,4.0,8.0,4WD,Gasoline,standard SUV,5,4,499
MERCEDES-BENZ GLS580 4Matic,4.0,8.0,4WD,Gasoline,standard SUV,5,4,499
MERCEDES-BENZ GLS600 4Matic Maybach,4.0,8.0,4WD,Gasoline,standard SUV,5,3,528
MERCEDES-BENZ GLS600 4Matic Maybach,4.0,8.0,4WD,Gasoline,standard SUV,5,3,528
MERCEDES-BENZ Metris,2.0,4.0,2WD,Gasoline,special purpose,6,4,459
MERCEDES-BENZ Metris,2.0,4.0,2WD,Gasoline,special purpose,6,4,436
MERCEDES-BENZ Metris,2.0,4.0,2WD,Gasoline,special purpose,6,4,459
MERCEDES-BENZ Metris,2.0,4.0,2WD,Gasoline,special purpose,6,4,436
MERCEDES-BENZ S500 4Matic,3.0,6.0,4WD,Gasoline,large car,6,5,388
MERCEDES-BENZ S500 4Matic,3.0,6.0,4WD,Gasoline,large car,6,5,388
MERCEDES-BENZ S580 4Matic,4.0,8.0,4WD,Gasoline,large car,5,4,459
MERCEDES-BENZ S580 4Matic,4.0,8.0,4WD,Gasoline,large car,5,4,459
MERCEDES-BENZ S580 4Matic Maybach,4.0,8.0,4WD,Gasoline,large car,5,4,491
MERCEDES-BENZ S580 4Matic Maybach,4.0,8.0,4WD,Gasoline,large car,5,4,491
MINI Cooper Convertible,1.5,3.0,2WD,Gasoline,small car,7,6,273
MINI Cooper Convertible,1.5,3.0,2WD,Gasoline,small car,7,6,273
MINI Cooper Convertible,1.5,3.0,2WD,Gasoline,small car,7,6,284
MINI Cooper Convertible,1.5,3.0,2WD,Gasoline,small car,7,6,284
MINI Cooper Countryman,1.5,3.0,2WD,Gasoline,midsize car,7,6,311
MINI Cooper Countryman,1.5,3.0,2WD,Gasoline,midsize car,7,6,311
MINI Cooper Countryman All4,1.5,3.0,4WD,Gasoline,midsize car,7,5,336
MINI Cooper Countryman All4,1.5,3.0,4WD,Gasoline,midsize car,7,5,336
MINI Cooper Hardtop,1.5,3.0,2WD,Gasoline,small car,7,6,273
MINI Cooper Hardtop,1.5,3.0,2WD,Gasoline,small car,7,6,273
MINI Cooper Hardtop,1.5,3.0,2WD,Gasoline,small car,7,6,284
MINI Cooper Hardtop,1.5,3.0,2WD,Gasoline,small car,7,6,284
MINI Cooper S Clubman,2.0,4.0,2WD,Gasoline,midsize car,7,6,307
MINI Cooper S Clubman,2.0,4.0,2WD,Gasoline,midsize car,7,6,307
MINI Cooper S Clubman,2.0,4.0,2WD,Gasoline,midsize car,7,5,349
MINI Cooper S Clubman,2.0,4.0,2WD,Gasoline,midsize car,7,5,349
MINI Cooper S Clubman All4,2.0,4.0,4WD,Gasoline,midsize car,7,5,332
MINI Cooper S Clubman All4,2.0,4.0,4WD,Gasoline,midsize car,7,5,332
MINI Cooper S Convertible,2.0,4.0,2WD,Gasoline,small car,7,6,293
MINI Cooper S Convertible,2.0,4.0,2WD,Gasoline,small car,7,6,293
MINI Cooper S Convertible,2.0,4.0,2WD,Gasoline,small car,7,5,329
MINI Cooper S Convertible,2.0,4.0,2WD,Gasoline,small car,7,5,329
MINI Cooper S Countryman,2.0,4.0,2WD,Gasoline,midsize car,7,6,321
MINI Cooper S Countryman,2.0,4.0,2WD,Gasoline,midsize car,7,6,321
MINI Cooper S Countryman All4,2.0,4.0,4WD,Gasoline,midsize car,7,5,341
MINI Cooper S Countryman All4,2.0,4.0,4WD,Gasoline,midsize car,7,5,341
MINI Cooper S Hardtop,2.0,4.0,2WD,Gasoline,small car,7,6,280
MINI Cooper S Hardtop,2.0,4.0,2WD,Gasoline,small car,7,6,280
MINI Cooper S Hardtop,2.0,4.0,2WD,Gasoline,small car,7,5,331
MINI Cooper S Hardtop,2.0,4.0,2WD,Gasoline,small car,7,5,331
MINI Cooper SE Countryman All4,1.5,3.0,4WD,Gasoline/Electricity,midsize car,3,8,175
MINI Cooper SE Countryman All4,1.5,3.0,4WD,Gasoline/Electricity,midsize car,3,8,175
MINI Cooper SE Hardtop,0.0,0.0,2WD,Electricity,small car,10,10,0
MINI Cooper SE Hardtop,0.0,0.0,2WD,Electricity,small car,10,10,0
MINI JCW Countryman All4,2.0,4.0,4WD,Gasoline,midsize car,3,5,338
MINI JCW Countryman All4,2.0,4.0,4WD,Gasoline,midsize car,3,5,338
MINI JCW Countryman All4,2.0,4.0,4WD,Gasoline,midsize car,3,5,338
MINI John Cooper Works Clubman All4,2.0,4.0,4WD,Gasoline,midsize car,3,5,339
MINI John Cooper Works Clubman All4,2.0,4.0,4WD,Gasoline,midsize car,3,5,339
MINI John Cooper Works Clubman All4,2.0,4.0,4WD,Gasoline,midsize car,3,5,339
MINI John Cooper Works Convertible,2.0,4.0,2WD,Gasoline,small car,7,5,322
MINI John Cooper Works Convertible,2.0,4.0,2WD,Gasoline,small car,7,5,322
MINI John Cooper Works Hardtop,2.0,4.0,2WD,Gasoline,small car,7,5,348
MINI John Cooper Works Hardtop,2.0,4.0,2WD,Gasoline,small car,7,5,348
MINI John Cooper Works Hardtop,2.0,4.0,2WD,Gasoline,small car,7,6,307
MINI John Cooper Works Hardtop,2.0,4.0,2WD,Gasoline,small car,7,6,307
MITSUBISHI Eclipse Cross,1.5,4.0,2WD,Gasoline,small SUV,5,5,338
MITSUBISHI Eclipse Cross,1.5,4.0,2WD,Gasoline,small SUV,5,5,338
MITSUBISHI Eclipse Cross,1.5,4.0,4WD,Gasoline,small SUV,5,5,347
MITSUBISHI Eclipse Cross,1.5,4.0,4WD,Gasoline,small SUV,5,5,347
MITSUBISHI Eclipse Cross ES,1.5,4.0,2WD,Gasoline,small SUV,5,5,327
MITSUBISHI Eclipse Cross ES,1.5,4.0,2WD,Gasoline,small SUV,5,5,327
MITSUBISHI Eclipse Cross ES,1.5,4.0,4WD,Gasoline,small SUV,5,5,337
MITSUBISHI Eclipse Cross ES,1.5,4.0,4WD,Gasoline,small SUV,5,5,337
MITSUBISHI Mirage,1.2,3.0,2WD,Gasoline,small car,5,7,225
MITSUBISHI Mirage,1.2,3.0,2WD,Gasoline,small car,5,7,225
MITSUBISHI Mirage,1.2,3.0,2WD,Gasoline,small car,5,7,242
MITSUBISHI Mirage,1.2,3.0,2WD,Gasoline,small car,5,7,242
MITSUBISHI Mirage G4,1.2,3.0,2WD,Gasoline,small car,5,7,235
MITSUBISHI Mirage G4,1.2,3.0,2WD,Gasoline,small car,5,7,235
MITSUBISHI Mirage G4,1.2,3.0,2WD,Gasoline,small car,5,7,252
MITSUBISHI Mirage G4,1.2,3.0,2WD,Gasoline,small car,5,7,252
MITSUBISHI Outlander,2.5,4.0,2WD,Gasoline,small SUV,7,5,332
MITSUBISHI Outlander,2.5,4.0,2WD,Gasoline,small SUV,7,5,332
MITSUBISHI Outlander,2.5,4.0,4WD,Gasoline,small SUV,6,5,342
MITSUBISHI Outlander,2.5,4.0,4WD,Gasoline,small SUV,6,5,342
MITSUBISHI Outlander PHEV,2.4,4.0,4WD,Gasoline/Electricity,standard SUV,7,10,115
MITSUBISHI Outlander PHEV,2.4,4.0,4WD,Gasoline/Electricity,standard SUV,7,10,115
MITSUBISHI Outlander Sport,2.0,4.0,2WD,Gasoline,small SUV,5,5,333
MITSUBISHI Outlander Sport,2.0,4.0,2WD,Gasoline,small SUV,5,5,333
MITSUBISHI Outlander Sport,2.0,4.0,4WD,Gasoline,small SUV,5,5,343
MITSUBISHI Outlander Sport,2.0,4.0,4WD,Gasoline,small SUV,5,5,343
MITSUBISHI Outlander Sport,2.4,4.0,2WD,Gasoline,small SUV,5,5,354
MITSUBISHI Outlander Sport,2.4,4.0,2WD,Gasoline,small SUV,5,5,354
MITSUBISHI Outlander Sport,2.4,4.0,4WD,Gasoline,small SUV,5,5,350
MITSUBISHI Outlander Sport,2.4,4.0,4WD,Gasoline,small SUV,5,5,350
McLAREN Artura,3.0,6.0,2WD,Gasoline/Electricity,small car,6,6,319
McLAREN Artura,3.0,6.0,2WD,Gasoline/Electricity,small car,6,6,319
NISSAN ARIYA ENGAGE 63kWh,0.0,0.0,2WD,Electricity,station wagon,10,10,0
NISSAN ARIYA ENGAGE 63kWh,0.0,0.0,2WD,Electricity,station wagon,10,10,0
NISSAN ARIYA EVO+/EMP+/PRM 87kWh,0.0,0.0,2WD,Electricity,station wagon,10,10,0
NISSAN ARIYA EVO+/EMP+/PRM 87kWh,0.0,0.0,2WD,Electricity,station wagon,10,10,0
NISSAN ARIYA VENTURE+ 87kWh,0.0,0.0,2WD,Electricity,station wagon,10,10,0
NISSAN ARIYA VENTURE+ 87kWh,0.0,0.0,2WD,Electricity,station wagon,10,10,0
NISSAN Altima,2.5,4.0,2WD,Gasoline,midsize car,7,6,282
NISSAN Altima,2.5,4.0,2WD,Gasoline,midsize car,7,6,282
NISSAN Altima,2.5,4.0,4WD,Gasoline,midsize car,7,6,300
